x,y,z,Bx,By,Bz,magnitude
-19.2,3.5,65,-0.529826301,-0.032192056,-1.688065176,1.769552563
-23.2,3.5,65,-0.656055622,-0.029440909,-1.649225072,1.77516734
-27.2,3.5,65,-0.794907968,-0.024747776,-1.58983211,1.777654992
-31.2,3.5,65,-0.941852064,-0.016494336,-1.50503132,1.775521514
-35.2,3.5,65,-1.105626928,-0.005651581,-1.37637376,1.765459592
-39.2,3.5,65,-1.264546993,0.011178963,-1.186867099,1.734317612
-43.2,3.5,65,-1.393204426,0.029789661,-0.953180359,1.688330179
44.8,7.5,65,1.525281787,0.213630965,-0.839411948,1.754062467
40.8,7.5,65,1.388856854,0.200522563,-1.163077642,1.822603155
36.8,7.5,65,1.20614794,0.180779044,-1.388187593,1.847847047
32.8,7.5,65,1.007903277,0.156989721,-1.534485022,1.842595742
28.8,7.5,65,0.832638929,0.136275209,-1.629481359,1.834957225
24.8,7.5,65,0.68100216,0.117826346,-1.685961336,1.822117619
20.8,7.5,65,0.552992925,0.103908782,-1.722212113,1.811798215
16.8,7.5,65,0.430324171,0.093713358,-1.742926848,1.797708287
12.8,7.5,65,0.313157717,0.084003429,-1.755388059,1.78508027
8.8,7.5,65,0.206024855,0.07720648,-1.760890412,1.774582239
4.8,7.5,65,0.101319468,0.071866019,-1.762185083,1.766557847
0.8,7.5,65,0.00114537,0.069276705,-1.760728578,1.762091286
-3.2,7.5,65,-0.102427221,0.066201894,-1.754740723,1.758973858
-7.2,7.5,65,-0.203734185,0.066201894,-1.746810862,1.759897297
-11.2,7.5,65,-0.30682133,0.067334719,-1.734187819,1.762407638
-15.2,7.5,65,-0.417029133,0.070571362,-1.715091424,1.766474513
-19.2,7.5,65,-0.53047363,0.074293501,-1.688874345,1.771783945
-23.2,7.5,65,-0.65524646,0.082223276,-1.647606735,1.775025787
-27.2,7.5,65,-0.79312781,0.091447708,-1.587728273,1.777159383
-31.2,7.5,65,-0.945574218,0.104879775,-1.49904348,1.775455357
-35.2,7.5,65,-1.105788761,0.121386653,-1.367634761,1.762931747
-39.2,7.5,65,-1.268754655,0.142262998,-1.16938913,1.731313973
-43.2,7.5,65,-1.391424259,0.155209568,-0.979559106,1.708709315
44.8,11.5,65,1.52787111,0.36154552,-0.753155154,1.741363827
40.8,11.5,65,1.405849278,0.353292082,-1.100933772,1.820242472
36.8,11.5,65,1.231717468,0.330311922,-1.342065102,1.851316458
32.8,11.5,65,1.052083503,0.302800462,-1.502927484,1.85939744
28.8,11.5,65,0.87325882,0.273508849,-1.609413982,1.85137825
24.8,11.5,65,0.713692259,0.248263038,-1.675118473,1.837665115
20.8,11.5,65,0.575487593,0.227063031,-1.715738759,1.823870357
16.8,11.5,65,0.446345551,0.211527147,-1.739528337,1.808293925
12.8,11.5,65,0.322058484,0.197124088,-1.751180377,1.791427444
8.8,11.5,65,0.219780585,0.188223322,-1.761052246,1.784667066
4.8,11.5,65,0.116046192,0.182073701,-1.763965257,1.777129983
0.8,11.5,65,0.012473621,0.176085912,-1.763803423,1.772615117
-3.2,11.5,65,-0.093364619,0.173496598,-1.75668273,1.767696873
-7.2,11.5,65,-0.19321509,0.173334766,-1.749885706,1.769032785
-11.2,11.5,65,-0.29970071,0.176247744,-1.736777161,1.771236486
-15.2,11.5,65,-0.412012331,0.180293547,-1.714605922,1.772606384
-19.2,11.5,65,-0.532901117,0.189841643,-1.684666666,1.777111484
-23.2,11.5,65,-0.657512115,0.199713402,-1.642589889,1.780536203
-27.2,11.5,65,-0.798468286,0.215249286,-1.581578595,1.784733793
-31.2,11.5,65,-0.949296372,0.23159433,-1.487715136,1.779914566
-35.2,11.5,65,-1.112909411,0.252794338,-1.345139935,1.76405039
-39.2,11.5,65,-1.266165325,0.27593633,-1.145437842,1.729550039
-43.2,11.5,65,-1.39870676,0.29729817,-0.978426277,1.732652527
44.8,15.5,65,1.561694154,0.511563898,-0.605078387,1.751201333
40.8,15.5,65,1.480292295,0.513829548,-0.977778945,1.846980712
36.8,15.5,65,1.313281047,0.4889074,-1.261795829,1.885700472
32.8,15.5,65,1.126040894,0.454113493,-1.456157613,1.89593833
28.8,15.5,65,0.944465016,0.417701265,-1.58044576,1.887934669
24.8,15.5,65,0.781985445,0.387114995,-1.657154925,1.872837874
20.8,15.5,65,0.63245251,0.359441703,-1.706999732,1.855543748
16.8,15.5,65,0.513344052,0.337918031,-1.74049934,1.845819239
12.8,15.5,65,0.389380645,0.319954666,-1.759272073,1.830034563
8.8,15.5,65,0.277069155,0.307655425,-1.770600448,1.818363309
4.8,15.5,65,0.161844685,0.297783666,-1.774484462,1.806561353
0.8,15.5,65,0.049856847,0.291795878,-1.773675293,1.798208715
-3.2,15.5,65,-0.049831763,0.288559236,-1.773675293,1.797685646
-7.2,15.5,65,-0.161334143,0.286455418,-1.76412709,1.794499876
-11.2,15.5,65,-0.272027392,0.290177557,-1.751504045,1.796098086
-15.2,15.5,65,-0.384824499,0.298916491,-1.731760311,1.799009377
-19.2,15.5,65,-0.501991127,0.310730236,-1.707161566,1.806363469
-23.2,15.5,65,-0.636473889,0.325295126,-1.662009938,1.809196773
-27.2,15.5,65,-0.782123191,0.345200476,-1.595010787,1.809679382
-31.2,15.5,65,-0.942013897,0.368989798,-1.494188476,1.804478554
-35.2,15.5,65,-1.107730756,0.394073776,-1.3474056,1.78825709
-39.2,15.5,65,-1.265356159,0.418995922,-1.132814868,1.749272225
-43.2,15.5,65,-1.387378426,0.433722646,-0.878737293,1.698562175
44.8,19.5,65,1.487898431,0.63245251,-0.439847494,1.675501041
40.8,19.5,65,1.447925762,0.657374663,-0.828730992,1.793160761
36.8,19.5,65,1.311500889,0.642809768,-1.13831719,1.851757275
32.8,19.5,65,1.138501988,0.608339519,-1.36067593,1.87555398
28.8,19.5,65,0.965826878,0.568205147,-1.51150466,1.881575134
24.8,19.5,65,0.803994626,0.531792915,-1.609413982,1.876012907
20.8,19.5,65,0.648797558,0.497322671,-1.669616125,1.859001376
16.8,19.5,65,0.523539476,0.471105866,-1.713311251,1.852422674
12.8,19.5,65,0.398605075,0.449096697,-1.737100829,1.83795896
8.8,19.5,65,0.273832513,0.431133332,-1.751018543,1.82398633
4.8,19.5,65,0.164433999,0.419319587,-1.757977401,1.814759488
0.8,19.5,65,0.051960665,0.411713477,-1.761375914,1.809600234
-3.2,19.5,65,-0.05484856,0.408962331,-1.757653734,1.805437675
-7.2,19.5,65,-0.166350941,0.409609659,-1.749400204,1.804398455
-11.2,19.5,65,-0.277529689,0.414464623,-1.735644324,1.805897248
-15.2,19.5,65,-0.394696271,0.42417455,-1.712663916,1.80801739
-19.2,19.5,65,-0.520278188,0.438253945,-1.677869647,1.810525467
-23.2,19.5,65,-0.654113632,0.457511968,-1.62559735,1.811007617
-27.2,19.5,65,-0.800248445,0.478873808,-1.549697376,1.808667923
-31.2,19.5,65,-0.962890327,0.50638527,-1.4284841,1.795592004
-35.2,19.5,65,-1.124561385,0.534220397,-1.259691998,1.771116505
-39.2,19.5,65,-1.269725654,0.555744072,-1.011763841,1.716018875
-43.2,19.5,65,-1.357924764,0.558333386,-0.710431354,1.631075885
44.8,23.5,65,1.404230952,0.726477002,-0.245972399,1.600042443
40.8,23.5,65,1.420252381,0.783765599,-0.628867762,1.739793092
36.8,23.5,65,1.325094822,0.790077056,-0.975998784,1.825560645
32.8,23.5,65,1.171839464,0.764669399,-1.235740693,1.866810671
28.8,23.5,65,0.997060512,0.724049519,-1.414890096,1.876243948
24.8,23.5,65,0.843967185,0.686018957,-1.539016361,1.884535481
20.8,23.5,65,0.681649488,0.645399083,-1.616696497,1.869463443
16.8,23.5,65,0.542635668,0.612547155,-1.671234462,1.860831028
12.8,23.5,65,0.413008134,0.586330347,-1.70311572,1.84796162
8.8,23.5,65,0.286293586,0.564968504,-1.721726611,1.834528809
4.8,23.5,65,0.177542401,0.553154757,-1.736129825,1.830750737
0.8,23.5,65,0.062479755,0.54425399,-1.7383955,1.822672499
-3.2,23.5,65,-0.056628714,0.540531851,-1.732083978,1.815350214
-7.2,23.5,65,-0.16554178,0.542312004,-1.724639621,1.815458127
-11.2,23.5,65,-0.29258009,0.545710479,-1.701335548,1.810509785
-15.2,23.5,65,-0.412012331,0.55865705,-1.673338301,1.81160507
-19.2,23.5,65,-0.543582057,0.575811257,-1.628186689,1.81053361
-23.2,23.5,65,-0.688098462,0.599438751,-1.554066883,1.802201483
-27.2,23.5,65,-0.832291311,0.62565556,-1.461659949,1.794603999
-31.2,23.5,65,-0.986679751,0.655270845,-1.326367277,1.778248285
-35.2,23.5,65,-1.136860693,0.679383838,-1.129740041,1.7407835
-39.2,23.5,65,-1.257911833,0.689741097,-0.864010517,1.674693744
-43.2,23.5,65,-1.309051121,0.670321236,-0.54115457,1.56709721
44.8,27.5,65,1.271366426,0.781661781,-0.047242448,1.493184375
40.8,27.5,65,1.34143991,0.879408446,-0.395505433,1.652042612
36.8,27.5,65,1.30001078,0.923588653,-0.758010132,1.765679299
32.8,27.5,65,1.181387577,0.918571852,-1.053031225,1.829843058
28.8,27.5,65,1.027484988,0.887014562,-1.272638651,1.860679814
24.8,27.5,65,0.868242021,0.846232836,-1.425247432,1.871171949
20.8,27.5,65,0.714825085,0.806583941,-1.528659014,1.870387911
16.8,27.5,65,0.569499804,0.769200701,-1.60002763,1.864427033
12.8,27.5,65,0.430486003,0.738776248,-1.646797566,1.855545949
8.8,27.5,65,0.304742447,0.716119742,-1.673661969,1.845762669
4.8,27.5,65,0.177704233,0.698803699,-1.685637669,1.833379326
0.8,27.5,65,0.064098076,0.689902929,-1.694053026,1.830270546
-3.2,27.5,65,-0.056466882,0.686018957,-1.690330849,1.825110653
-7.2,27.5,65,-0.180592176,0.687799111,-1.674471138,1.819212671
-11.2,27.5,65,-0.294522077,0.697185377,-1.655374754,1.820185782
-15.2,27.5,65,-0.424797086,0.711912105,-1.615887329,1.816139661
-19.2,27.5,65,-0.558794305,0.731331967,-1.560054726,1.811316722
-23.2,27.5,65,-0.705900042,0.756901454,-1.470560789,1.798261303
-27.2,27.5,65,-0.856566213,0.784736593,-1.348214767,1.779662961
-31.2,27.5,65,-1.005128694,0.809011425,-1.178775447,1.747654065
-35.2,27.5,65,-1.136213361,0.82179617,-0.955769684,1.697004842
-39.2,27.5,65,-1.221499379,0.812895398,-0.683243486,1.618542963
-43.2,27.5,65,-1.233313197,0.763860238,-0.367346609,1.496491709
44.8,31.5,65,1.115036291,0.795093854,0.165081328,1.379395524
40.8,31.5,65,1.227024327,0.935240576,-0.14207611,1.549338328
36.8,31.5,65,1.242883909,1.025381167,-0.484836893,1.682627042
32.8,31.5,65,1.166013497,1.057262138,-0.809311073,1.769851722
28.8,31.5,65,1.050303347,1.052730832,-1.064035863,1.828538116
24.8,31.5,65,0.9012558,1.021982689,-1.260015664,1.855896039
20.8,31.5,65,0.746382361,0.982819269,-1.39870676,1.86531524
16.8,31.5,65,0.593450961,0.943170358,-1.489980805,1.860590542
12.8,31.5,65,0.46301426,0.913716884,-1.555037884,1.862096553
8.8,31.5,65,0.332092075,0.886852729,-1.594687119,1.854675152
4.8,31.5,65,0.20262638,0.867109195,-1.617020165,1.845992963
0.8,31.5,65,0.072837012,0.854324448,-1.633365368,1.844737899
-3.2,31.5,65,-0.056952378,0.849793146,-1.619124003,1.829468365
-7.2,31.5,65,-0.180592176,0.853515287,-1.606339142,1.827957144
-11.2,31.5,65,-0.310867137,0.863548886,-1.574457916,1.822435948
-15.2,31.5,65,-0.447291783,0.87973211,-1.519434503,1.811816694
-19.2,31.5,65,-0.583231005,0.900122974,-1.447256774,1.801369464
-23.2,31.5,65,-0.725158117,0.924074149,-1.342550602,1.783874841
-27.2,31.5,65,-0.870969323,0.947539829,-1.19479692,1.756120431
-31.2,31.5,65,-1.005776025,0.959353586,-0.995904222,1.709903487
-35.2,31.5,65,-1.109510919,0.948348991,-0.742636036,1.637647266
-39.2,31.5,65,-1.156118821,0.904654277,-0.459591043,1.538256811
-43.2,31.5,65,-1.124075887,0.814675552,-0.157773834,1.397188404
44.8,35.5,65,0.929252782,0.760623594,0.326589783,1.244475742
40.8,35.5,65,1.052569,0.922293994,0.099377483,1.402998074
36.8,35.5,65,1.115359956,1.06017512,-0.197746392,1.551484048
32.8,35.5,65,1.101766036,1.14740277,-0.501181965,1.667814401
28.8,35.5,65,1.019555204,1.185433388,-0.788434663,1.751106607
24.8,35.5,65,0.896562665,1.184462394,-1.017266158,1.800446114
20.8,35.5,65,0.758681608,1.160996692,-1.18476327,1.824054579
16.8,35.5,65,0.617240287,1.130734033,-1.311640452,1.838462864
12.8,35.5,65,0.472562355,1.097882059,-1.40064876,1.841324834
8.8,35.5,65,0.337756199,1.074092702,-1.45696678,1.841332827
4.8,35.5,65,0.210879819,1.056938473,-1.492731974,1.841151265
0.8,35.5,65,0.078501137,1.043991886,-1.506164154,1.834287858
-3.2,35.5,65,-0.059865357,1.038165922,-1.501147316,1.82614775
-7.2,35.5,65,-0.186741801,1.041402568,-1.483021965,1.821742561
-11.2,35.5,65,-0.325108378,1.050303347,-1.440297938,1.8119853
-15.2,35.5,65,-0.459914707,1.065515587,-1.378639427,1.802079819
-19.2,35.5,65,-0.603136397,1.081860655,-1.276846314,1.778913292
-23.2,35.5,65,-0.741179542,1.098691221,-1.145599675,1.751818521
-27.2,35.5,65,-0.87436781,1.103222528,-0.963537658,1.705879196
-31.2,35.5,65,-0.9815011,1.087362956,-0.746196353,1.643931751
-35.2,35.5,65,-1.045263246,1.038651419,-0.487588044,1.552132122
-39.2,35.5,65,-1.048176238,0.946730668,-0.211178467,1.428134702
-43.2,35.5,65,-0.983604927,0.822443499,0.041603408,1.282818305
44.8,39.5,65,0.742174724,0.689417433,0.463499756,1.113980135
40.8,39.5,65,0.872449659,0.86888935,0.30037298,1.267422991
36.8,39.5,65,0.956440605,1.03250179,0.086269079,1.410064159
32.8,39.5,65,0.989130729,1.169897475,-0.184152485,1.543033324
28.8,39.5,65,0.958058928,1.258905324,-0.450042933,1.644766903
24.8,39.5,65,0.874553478,1.304218426,-0.696837419,1.717967368
20.8,39.5,65,0.759490769,1.315061205,-0.902203039,1.76640384
16.8,39.5,65,0.618373113,1.299039785,-1.062903032,1.788757257
12.8,39.5,65,0.491496714,1.284798524,-1.17683345,1.810307498
8.8,39.5,65,0.352644754,1.263436634,-1.254513337,1.81505762
4.8,39.5,65,0.209908826,1.244340401,-1.302739625,1.813718633
0.8,39.5,65,0.073322508,1.231717468,-1.321674113,1.808127919
-3.2,39.5,65,-0.062616504,1.229289981,-1.318437448,1.803705073
-7.2,39.5,65,-0.199202882,1.229128149,-1.290278468,1.793113583
-11.2,39.5,65,-0.340967943,1.231393803,-1.232827697,1.775515128
-15.2,39.5,65,-0.478039933,1.240294589,-1.150454666,1.75795301
-19.2,39.5,65,-0.611066189,1.243531239,-1.032963946,1.728232144
-23.2,39.5,65,-0.737619226,1.233983123,-0.872263985,1.681559077
-27.2,39.5,65,-0.84798908,1.209384589,-0.672400707,1.62290458
-31.2,39.5,65,-0.916929818,1.148535597,-0.446968118,1.536123305
-35.2,39.5,65,-0.941204733,1.057747635,-0.212149461,1.431678666
-39.2,39.5,65,-0.907058021,0.926501633,0.027524011,1.296887467
-43.2,39.5,65,-0.828407327,0.781823613,0.222046235,1.160522034
44.8,43.5,65,0.568852475,0.597173101,0.553478422,0.993250831
40.8,43.5,65,0.679060173,0.76175642,0.453627997,1.116769413
36.8,43.5,65,0.770009862,0.93766806,0.310730236,1.252473496
32.8,43.5,65,0.82325266,1.102413366,0.119930164,1.381102247
28.8,43.5,65,0.829725949,1.240618254,-0.107120355,1.496346742
24.8,43.5,65,0.787164076,1.340954412,-0.32947785,1.58944697
20.8,43.5,65,0.708189965,1.399537806,-0.540183576,1.658926578
16.8,43.5,65,0.602028065,1.428020347,-0.715609996,1.706979077
12.8,43.5,65,0.478064648,1.436111979,-0.854947886,1.738361099
8.8,43.5,65,0.346009637,1.431257,-0.948972707,1.751790075
4.8,43.5,65,0.211527147,1.421061544,-1.009012682,1.755638413
0.8,43.5,65,0.07040953,1.413455411,-1.039599095,1.756012522
-3.2,43.5,65,-0.071355442,1.405040115,-1.035876938,1.747074799
-7.2,43.5,65,-0.205676171,1.403098123,-1.005290527,1.738273878
-11.2,43.5,65,-0.342424434,1.39484466,-0.939586405,1.71629506
-15.2,43.5,65,-0.475936112,1.381898053,-0.840544777,1.686022815
-19.2,43.5,65,-0.598119591,1.357946831,-0.706709205,1.643534162
-23.2,43.5,65,-0.702663391,1.310691727,-0.534033944,1.580139518
-27.2,43.5,65,-0.775488054,1.236086945,-0.341615272,1.498663955
-31.2,43.5,65,-0.808016412,1.130248536,-0.132851674,1.395708366
-35.2,43.5,65,-0.797173625,1.005152127,0.057301126,1.284172888
-39.2,43.5,65,-0.74538719,0.853677119,0.231756162,1.156753044
-43.2,43.5,65,-0.663823583,0.698641867,0.368827966,1.031889662
