x,y,z,Bx,By,Bz,magnitude
30.0,8.0,-65.0,-0.8653051785145282,-0.3851481637104217,-1.5259078438390359,1.7959640608495107
26.0,8.0,-65.0,-0.7162573260013404,-0.367184776471988,-1.5963054558666787,1.787747276757288
22.0,8.0,-65.0,-0.5827455071654505,-0.3488977257699519,-1.6414570533793436,1.7764299049660697
18.0,8.0,-65.0,-0.4620185280959048,-0.33449465124967714,-1.6694542908365297,1.7642067399290395
14.0,8.0,-65.0,-0.34663207355131903,-0.31944424828320567,-1.689198012252609,1.7537355407169788
10.0,8.0,-65.0,-0.2386899478735217,-0.30779232391834127,-1.7003645450027953,1.7444049391644936
6.0,8.0,-65.0,-0.13657381490093037,-0.2979205550080154,-1.7068378979160646,1.7380174549685647
2.0,8.0,-65.0,-0.0330012168564449,-0.2874014573293988,-1.7091035715391003,1.733413884863271
-2.0,8.0,-65.0,0.06668739036573292,-0.2793098439658873,-1.7121784143991359,1.7360921979273967
-6.0,8.0,-65.0,0.17025995574403305,-0.27413121151926856,-1.7147677558317909,1.744868141178404
-10.0,8.0,-65.0,0.2754508341468954,-0.2702472372380922,-1.7180044327215411,1.7608083263427359
-14.0,8.0,-65.0,0.3887333160744764,-0.2707327340207301,-1.7307893075139917,1.794447388836285
-18.0,8.0,-65.0,0.509945577166952,-0.2673342565572614,-1.7095890730367362,1.8039420431509896
-22.0,8.0,-65.0,0.6348799925043179,-0.26830525011468576,-1.6799734861727529,1.815866522177448
-26.0,8.0,-65.0,0.7785869688378572,-0.26959990819568724,-1.6330417003225908,1.8291273803471817
-30.0,8.0,-65.0,0.9388008862544579,-0.27089456628176845,-1.560054725510672,1.8407883410814294
-34.0,8.0,-65.0,1.1129324703907573,-0.2738075469940817,-1.4479041080474893,1.8466227450515673
-38.0,8.0,-65.0,1.3013054404057167,-0.2759113664135195,-1.2797593111081582,1.8458891694014892
-38.0,12.0,-65.0,1.3202398462742442,-0.41751463017761364,-1.2001374111817058,1.8323977526237354
-34.0,12.0,-65.0,1.1501539208913116,-0.41265965995841675,-1.3957937595844812,1.8550962929167947
-30.0,12.0,-65.0,0.9769933062113211,-0.4044062107893606,-1.5204055037600799,1.8519430875625416
-26.0,12.0,-65.0,0.8104679145337316,-0.3958290972159495,-1.6082811464146551,1.843937949228305
-22.0,12.0,-65.0,0.6604494741161954,-0.38887030715747645,-1.6652466130201973,1.8331557232882174
-18.0,12.0,-65.0,0.5300127617414302,-0.385471828355993,-1.699717209735501,1.8216862109419192
-14.0,12.0,-65.0,0.4100951558260127,-0.38223518191735834,-1.7210792758687712,1.810081668033885
-10.0,12.0,-65.0,0.2921195421961643,-0.3835298404882616,-1.736777160858563,1.8024494089870535
-6.0,12.0,-65.0,0.1806172117390669,-0.38530999603315985,-1.7461635263265134,1.7972683246784584
-2.0,12.0,-65.0,0.07688281529306686,-0.3903267980852784,-1.7497238720941535,1.7943800057866928
2.0,12.0,-65.0,-0.02652793018252063,-0.39793291750120957,-1.750856709412216,1.7957041946836807
6.0,12.0,-65.0,-0.13107152004810216,-0.4057008694656849,-1.747458197499108,1.7987170680403752
10.0,12.0,-65.0,-0.23480597399876105,-0.41783829486206675,-1.7416321773629881,1.806379065231019
14.0,12.0,-65.0,-0.35083971339997505,-0.43240320607669247,-1.732245812346652,1.8195429622618124
18.0,12.0,-65.0,-0.47334679427507464,-0.452470418431967,-1.7142822543078122,1.8350886394507389
22.0,12.0,-65.0,-0.6047547221789753,-0.47399412378678024,-1.6838574970465594,1.8508848623677463
26.0,12.0,-65.0,-0.7529933214122613,-0.4989163113026167,-1.6351455385198028,1.8680517551493308
30.0,12.0,-65.0,-0.9148259925685339,-0.5240003338483735,-1.5564943866130772,1.8799355632867392
34.0,12.0,-65.0,-1.090414629936772,-0.5521591753214329,-1.4362521025420338,1.8859225652524034
38.0,12.0,-65.0,-1.2773318133998053,-0.5717409005063323,-1.2396246885142215,1.8695276374552496
38.0,16.0,-65.0,-1.1773189491327636,-0.6500678192357887,-1.0268142972362482,1.69204482168819
34.0,16.0,-65.0,-1.0449395799732233,-0.6427853565296427,-1.2261925395062567,1.734537368955872
30.0,16.0,-65.0,-0.8900655836305517,-0.6240127872057784,-1.3758882601846072,1.7534757501242337
26.0,16.0,-65.0,-0.7421505378614981,-0.5994142506791141,-1.4754157926378852,1.7569680207478433
22.0,16.0,-65.0,-0.6029745649973063,-0.5757867117130812,-1.5420911986856105,1.7530413367866364
18.0,16.0,-65.0,-0.47399412378678024,-0.552968337484792,-1.5851389348757692,1.7444511613983869
14.0,16.0,-65.0,-0.3529435333471842,-0.5343576084663662,-1.6137834911980125,1.7362040052714816
10.0,16.0,-65.0,-0.239337276856851,-0.5183361994891317,-1.6312615295751494,1.7282849665682873
6.0,16.0,-65.0,-0.13268984205632472,-0.5060369367844532,-1.6421043882594895,1.7234229885655457
2.0,16.0,-65.0,-0.02410044769905643,-0.49519416624954826,-1.6459883976294385,1.7190334199769377
-2.0,16.0,-65.0,0.08125228307923726,-0.4888827030313907,-1.6446937278224796,1.717738539233335
-6.0,16.0,-65.0,0.19275462101227428,-0.48305673713106895,-1.637087543049138,1.7177176074128027
-10.0,16.0,-65.0,0.2969745056977848,-0.48257123997905454,-1.6247881816711807,1.7207572443513661
-14.0,16.0,-65.0,0.40928599522570025,-0.48224757521158584,-1.6042353048542684,1.7244270535532125
-18.0,16.0,-65.0,0.5300127617414302,-0.48532239052002546,-1.5700884085202589,1.7267394015654272
-22.0,16.0,-65.0,0.6557563413310599,-0.4913101888648334,-1.5257460103031935,1.731849580314182
-26.0,16.0,-65.0,0.7963885118106878,-0.5000491380694757,-1.452597277280746,1.7304111223034555
-30.0,16.0,-65.0,0.9441413514688749,-0.5083025903919712,-1.3488620998692615,1.7231376553880933
-34.0,16.0,-65.0,1.0928652559771668,-0.5104064116185453,-1.1993282457914167,1.7009577930967232
-38.0,16.0,-65.0,1.2346304528079517,-0.5095972496060884,-0.9882980789521886,1.661545908083025
