x,y,z,Bx,By,Bz,magnitude
36,-16,0,-0.07799056141113798,0.024287367734362256,-0.09935240988372059,0.12862078078752068
32,-16,0,-0.07410658906313118,0.025258360647985464,-0.11213715299661335,0.13676444131199222
28,-16,0,-0.06844246277686131,0.028495003683152737,-0.1213615881253417,0.14221452463855447
24,-16,0,-0.06261650437764753,0.02720034647097061,-0.1317188488506623,0.1483594978798473
20,-16,0,-0.05306840603357538,0.028980500137075912,-0.14078145218916133,0.15321730446535273
16,-16,0,-0.044976797404089476,0.032217143154289724,-0.14790206923408272,0.15791098347320842
12,-16,0,-0.034295874200281434,0.03237897530474409,-0.15291886767966864,0.16002745114941613
8,-16,0,-0.025880601519243502,0.03270263960553723,-0.15712650513273912,0.16256693017768473
4,-16,0,-0.014714182193414574,0.03448279325715197,-0.1611723104169745,0.16547532696321246
0,-16,0,-0.003547763081377447,0.03513012185659004,-0.1611723104169745,0.16499462333568946
-4,-16,0,0.006485830726917515,0.034159128957203515,-0.1608486459927519,0.16456366248061785
-8,-16,0,0.01635759221928062,0.034159128957203515,-0.15745016955399768,0.16194126344730594
-12,-16,0,0.027362178622630476,0.035453786156080004,-0.15388986093423995,0.16027398126376438
-16,-16,0,0.03691027550190035,0.03367363250699354,-0.14887306247687665,0.15703334262215224
-20,-16,0,0.04484005077566877,0.034806457556947425,-0.14256160643907465,0.15344683532649914
-24,-16,0,0.05406448312583776,0.032217143154289724,-0.13333717086131655,0.14744393436824696
-28,-16,0,0.06053776891629193,0.03237897530474409,-0.12573105746387164,0.14325333615009106
-32,-16,0,0.06620189393730923,0.03302630390617641,-0.11440280371234778,0.13624033546580777
-36,-16,0,0.07170418677502124,0.030275157345823464,-0.10420737558079252,0.13006633953032526
-36,-12,0,0.07283701176622552,0.022021717597018275,-0.10987150229226222,0.13364854411820087
-32,-12,0,0.06604006179443343,0.02461103203906161,-0.11974326615910653,0.1389440263210007
-28,-12,0,0.06150876178003319,0.02461103203906161,-0.12912953364623742,0.14513258467151804
-24,-12,0,0.05422631527128758,0.025096528495813803,-0.13803030472675656,0.15040842407725555
-20,-12,0,0.04775302942530726,0.02380187127701593,-0.14806390144105763,0.15738424255791658
-16,-12,0,0.03804310054652494,0.025258360647985464,-0.15324253209760447,0.15990164453657768
-12,-12,0,0.02687668216753315,0.025096528495813803,-0.158744827241602,0.16294818797041546
-8,-12,0,0.016681256527914218,0.024449199886731738,-0.1634379613937899,0.16609634228064568
-4,-12,0,0.006162166413071203,0.023640039124487797,-0.16618910902563155,0.16797512822868435
0,-12,0,-0.0054897489988625205,0.024934696343602625,-0.16586544459737734,0.16781901601816115
4,-12,0,-0.014714182193414574,0.02347820697191994,-0.16570361238334827,0.16800422767635415
8,-12,0,-0.02652793018252063,0.022669046208484107,-0.162466968116455,0.1661719966321771
12,-12,0,-0.03623786022174605,0.022345381902830978,-0.1592303238755153,0.1648235257702482
16,-12,0,-0.04659511912009975,0.02105072467862097,-0.1514623778021027,0.15985959472230085
20,-12,0,-0.055495888646716056,0.019270570991142728,-0.1453127539310256,0.15673846055781007
24,-12,0,-0.062131007847399645,0.01943240314475095,-0.13738297591466342,0.15202619017551794
28,-12,0,-0.06892795931316699,0.018299578068646134,-0.1265402184572688,0.14525276252030936
32,-12,0,-0.07459208560495836,0.016681256527914218,-0.11537379687973355,0.13839565224635322
36,-12,0,-0.0791233866850937,0.01587209575602489,-0.10501653653527658,0.13244208806143298
36,-8,0,-0.0818745337899383,0.007780487980622986,-0.1061493618739537,0.13428202524084876
32,-8,0,-0.07621040741449733,0.008265984450071194,-0.1179631120030739,0.14068279386855467
28,-8,0,-0.06989895238718928,0.009398809543988458,-0.12961503024588705,0.14756102883658997
24,-8,0,-0.06407299397116817,0.0095606417000956,-0.13803030472675656,0.15247661935230672
20,-8,0,-0.0566287138700595,0.010369802480007413,-0.1467692437870187,0.15765644598260092
16,-8,0,-0.046433286948277606,0.010855298947456174,-0.15486085419110532,0.1620363286823622
12,-8,0,-0.037532517573212014,0.01166445972570878,-0.16165780705379376,0.16636705225950768
8,-8,0,-0.02652793018252063,0.011988124036720305,-0.16618910902563155,0.16871948955713958
4,-8,0,-0.01584700733254707,0.01295911696876452,-0.16942575332258777,0.17065799788739547
0,-8,0,-0.00435692387956798,0.013120949123961024,-0.17217690099569558,0.1727310838502656
-4,-8,0,0.005838502099056565,0.013282781279116385,-0.16942575332258777,0.17004589461141334
-8,-8,0,0.017166752990559718,0.014091942054276857,-0.1671601023119642,0.16862911979858736
-12,-8,0,0.02703851431927151,0.014577438518880848,-0.16376162582008807,0.1666176853206278
-16,-8,0,0.03723393980055381,0.014253774209185837,-0.1577738339755131,0.16273327576009303
-20,-8,0,0.04759119727841619,0.014577438518880848,-0.1514623778021027,0.15943110004522884
-24,-8,0,0.05552097243360694,0.014901102828412083,-0.14175244541545565,0.1529652804617374
-28,-8,0,0.06264158678615744,0.013768277744335852,-0.13252800985522897,0.14723181471176852
-32,-8,0,0.0686293760763828,0.014415606364053824,-0.12249441350523488,0.14114773220802523
-36,-8,0,0.07267517962472429,0.014739270673666928,-0.11310814615910215,0.13524932739583725
-36,-4,0,0.07461716532056158,0.005353005627718608,-0.11229898519021615,0.13493494026559166
-32,-4,0,0.069114872503287,0.004058348368959367,-0.1236272388880425,0.14169343664302375
-28,-4,0,0.06312708321683644,0.004705676998677219,-0.1349554928780653,0.14906427167313704
-24,-4,0,0.05600646886889187,0.004220180526452325,-0.14369443187475395,0.15428099115136093
-20,-4,0,0.047429365131488634,0.004382012683902939,-0.1527570354707961,0.16001080775298904
-16,-4,0,0.038528596993654185,0.0034110197385636525,-0.16003948493332665,0.16464727322273143
-12,-4,0,0.028009507228878006,0.0022781946337358337,-0.16440895467346534,0.16679336630338548
-8,-4,0,0.017814081606852182,0.0021163624757330347,-0.16780743117082939,0.1687636052286657
-4,-4,0,0.005838502099056565,0.0024400267916960252,-0.17201506877910186,0.17213141992263942
0,-4,0,-0.004842420359004177,0.0016308660014687755,-0.17185323656257434,0.17192918215323477
4,-4,0,-0.016170671658418685,0.0024400267916960252,-0.17217690099569558,0.17295181291073575
8,-4,0,-0.027013426680466673,-0.0003111198994366852,-0.16667460566850334,0.1688497740340918
12,-4,0,-0.037532517573212014,0.00082170521017416,-0.16327612918073836,0.16753644211060786
16,-4,0,-0.04724244780788067,0.00146903384329533,-0.1577738339755131,0.16470151675878958
20,-4,0,-0.05614321734546646,-0.000149287740792153,-0.14952039130666656,0.15971358914390638
24,-4,0,-0.06423482614848361,0.0003362087348839169,-0.1393249623539001,0.15341991742128858
28,-4,0,-0.07119360982215236,-0.0012821128522067446,-0.13090968784761378,0.14902187847841117
32,-4,0,-0.07556307869004432,-0.0014439450111524352,-0.118772272982204,0.1407789638677322
36,-4,0,-0.08122720505798696,-0.0009584485344446055,-0.10744401940730701,0.13469593450257958
36,0,0,-0.0797707154142474,-0.008402727886889472,-0.10809134817536155,0.134602052079488
32,0,0,-0.07556307869004432,-0.01050654598155572,-0.11958143396280847,0.14184458297087663
28,0,0,-0.0702226167456154,-0.011153874627573597,-0.13042419124651222,0.14854660711075166
24,0,0,-0.06488215485826165,-0.010992042466002548,-0.13916313015029125,0.1539379609123518
20,0,0,-0.05614321734546646,-0.01050654598155572,-0.15049138455324587,0.16096616162136612
16,0,0,-0.04659511912009975,-0.011315706789189072,-0.1576120017647233,0.1647443275085316
12,0,0,-0.03737068540411102,-0.011801203274302249,-0.16181963926619639,0.16649754406157577
8,0,0,-0.027013426680466673,-0.011153874627573597,-0.16651277345414733,0.16905809020458254
4,0,0,-0.014876014356012898,-0.011315706789189072,-0.17007308218513298,0.17109703184804287
0,0,0,-0.004033259560161408,-0.010668378142993632,-0.17201506877910186,0.17239276481906277
