x,y,z,Bx,By,Bz,magnitude
38.0,-16.0,-65.0,-1.3126114515701444,0.43857760917657607,-1.0897672981603856,1.761502740901617
36.0,-16.0,-65.0,-1.2425376848755694,0.4277348569954332,-1.2019175750584028,1.7808601470803693
34.0,-16.0,-65.0,-1.1598409809224757,0.41721576912258457,-1.3009594598344467,1.7921483239856282
32.0,-16.0,-65.0,-1.0685671841580162,0.4041073673909412,-1.3830089262365435,1.7938373063042774
30.0,-16.0,-65.0,-0.9876507476387334,0.3937501117567341,-1.4475804412112223,1.7961019691534963
28.0,-16.0,-65.0,-0.9046305295967668,0.382583695573324,-1.5016328162357013,1.7943321303462836
26.0,-16.0,-65.0,-0.8275981635096072,0.3756249144952067,-1.544033201435732,1.791661609727094
24.0,-16.0,-65.0,-0.7555826429530761,0.367047812255984,-1.5770472537640454,1.786814838593685
22.0,-16.0,-65.0,-0.6848618114116908,0.359279870621737,-1.6066628097709905,1.7831105154940028
20.0,-16.0,-65.0,-0.6199669750770219,0.35393941075591123,-1.6275393544789445,1.7772215694870839
18.0,-16.0,-65.0,-0.5562049861676776,0.34827528666165924,-1.6463120650838328,1.7722875267793432
16.0,-16.0,-65.0,-0.496003328212653,0.3427729946892956,-1.6608771016335095,1.7669254014295068
14.0,-16.0,-65.0,-0.4362871825386277,0.3408310092882771,-1.670748960970382,1.7600893082805686
12.0,-16.0,-65.0,-0.3789985355165639,0.33775619907091664,-1.6815918240179162,1.7565506547032552
10.0,-16.0,-65.0,-0.32251906173137507,0.336137877904294,-1.689036178454149,1.7520988642964999
8.0,-16.0,-65.0,-0.269114411414717,0.3348432209711796,-1.6948621953697984,1.7484565794880857
6.0,-16.0,-65.0,-0.21700442761843552,0.3348432209711796,-1.6993935421034905,1.7456085801746641
4.0,-16.0,-65.0,-0.16214330369119603,0.33646154213759755,-1.7027920522940392,1.74327209397307
2.0,-16.0,-65.0,-0.11116615983621535,0.3374325348375708,-1.7034393875820817,1.740093209522311
-0.0,-16.0,-65.0,-0.052097412991478964,0.3374325348375708,-1.7027920522940392,1.7366852418797882
-2.0,-16.0,-65.0,-0.000634784216854643,0.3414783377552306,-1.7032775537596614,1.7371707697427372
-4.0,-16.0,-65.0,0.05357898668927461,0.3453623085580962,-1.7005263788203007,1.7360690645970602
-6.0,-16.0,-65.0,0.1082782499967379,0.34762795819408837,-1.697937037772939,1.7365366569645715
-8.0,-16.0,-65.0,0.16022636392119974,0.3555577319267689,-1.6940530263326723,1.73836401379435
-10.0,-16.0,-65.0,0.21638211080061462,0.3607363596770908,-1.6882270094659184,1.7398455030714213
